index	study_id	id	author	year	group	group_id	group_desc	url	country	region	city	time_MAX	time_50	time_MIN	detailed_time	exp_dur	fu_dur	age_base	age_SD	days_ps	days_cat	yrs_ps	stroke_type	nihss_base	mmse_base	mMmse_base	fim_base	brunstrom_base	frenchay_base	fac_base	barthel_base	mBarthel_base	motricity_base	BBS_base	BBT_base	gcs_base	MAS_base	sis_base	rivermead_base	ashworth_base	mAshworth_base	rankin_base	bdi_base	cesd_base	OPS_base	terminal_dropout	outcome_name	fma_outcome	speed_outcome	SCOAR_outcome	p_outcome_stated	itt_analysis	base_n	base_m	base_sd	difference_score	term_n	term_m	term_sd	diff_base	diff_term	fu_n	fu_m	fu_sd	est_corr	term_diff	term_s_diff	fu_diff	fu_s_diff	term_d	fu_d	j_corr_factor	term_g	fu_g	term_Vd	fu_Vd	term_Vg	fu_Vg
64	24	da silva cameiro2011	da silva cameiro	2011	exp	52	VR + conventional therapy	http://www.ncbi.nlm.nih.gov/pubmed/21697589	spain		barcelona	11.88	11.88	11.88	1	84	168	63.7	11	11.5	<90days	0.031506849	1	6.2									52.2													2	fma-ue	fma		USU	0	0	8	37.9	12.1	0	8					8			0.5		12.1		12.1			0.888888889						
65	24	da silva cameiro2011	da silva cameiro	2011	ctrl	53	conventional therapy	http://www.ncbi.nlm.nih.gov/pubmed/21697589	spain		barcelona					84	168	58.8	11	15.1	<90days	0.041369863	1	6.3									42.7													1	fma-ue	fma		USU	0	0	8	24.4	11.4	0	8					8			0.5		11.4		11.4			0.888888889						
66	25	dahl2008	dahl	2008	exp	54	CIMT	http://cre.sagepub.com/content/22/5/436.short	norway		trondheim	204	132	60	1	14	180	62		630	>1year	1.726027397	1																							0	wmft			lohse	1	1	18	2.17	0.78	0	18	1.56	0.57	0	0	18	1.82	0.8	0.5	-0.61	0.683117852	-0.35	0.790063289	0.892964513	0.443002485	0.955223881	0.852981027	0.423166553	0.077705156	0.061006978	0.070902277	0.055665979
67	25	dahl2008	dahl	2008	ctrl	55	traditional therapy	http://cre.sagepub.com/content/22/5/436.short	norway		trondheim					14	180	60		780	>1year	2.136986301	1																							0	wmft			lohse	1	1	12	2.27	0.85	0	12	2.03	0.82	0	0	12	1.77	0.92	0.5	-0.24	0.83513472	-0.5	0.88569182	0.287378784	0.564530448	0.930232558	0.267329101	0.525144603	0.08677444	0.096612276	0.075088753	0.083601753
68	26	daly2005	daly	2005	exp	56	robot assistance with motor learning	http://www.ncbi.nlm.nih.gov/pubmed/16680610	usa	OH	cleveland												1																							0	arm motor abilities test			lohse	1	0	6	2135.15	317.54	0	6	1644.8	314.4						0.5	-490.35	315.9739005		317.54	1.55186868		0.842105263	1.306836783		0.367358033		0.260508744	
69	26	daly2005	daly	2005	exp	57	functional neuromuscular stimulation with motor learning	http://www.ncbi.nlm.nih.gov/pubmed/16680610	usa	OH	cleveland												1																							0	arm motor abilities test			lohse	1	0	6	1834.9	292.19	0	6	1593	496.7						0.5	-241.9	407.4836721		292.19	0.593643418		0.842105263	0.499910247		0.196034376		0.139016067	
70	27	danzl2013	danzl	2013	ctrl	58	robotic gait training with sham tDCS	http://www.ncbi.nlm.nih.gov/pubmed/23949035	usa	KY	lexington					28	58	70.75		1177.1	>1year	3.224931507	1							2.75				32.25				53.5								1	10mwt		speed	lohse	1	0	5	65.55	21	0	4	65.55				4	55.15		0.5	0	21	-10.4	21	0	-0.495238095	0.8	0	-0.396190476	0.2	0.224526077	0.128	0.143696689
71	27	danzl2013	danzl	2013	exp	59	robotic gait training with tDCS	http://www.ncbi.nlm.nih.gov/pubmed/23949035	usa	KY	lexington					28	58	64.75		1742.9	>1year	4.775068493	1							2.25				32.5				54.25								1	10mwt		speed	lohse	1	0	5	117.43	83.89	0	4	65.96				4	70.53		0.5	-51.47	83.89	-46.9	83.89	-0.613541542	-0.559065443	0.8	-0.490833234	-0.447252354	0.237643322	0.231255417	0.152091726	0.148003467
72	28	de deigo2013	de deigo	2013	exp	60	sensory stimulation + functional activity training	http://www.ncbi.nlm.nih.gov/pubmed/23524843	spain		barcelona	44	44	44	1	56		61.9		1341	>1year	3.673972603	0																							0	fma	fma		lohse	0	0	12	24.3	4.6	0	12	29.4	4.9	0					0.5	5.1	4.752367831		4.6	1.073149256		0.930232558	0.998278377		0.131318722		0.113634373	
73	28	de deigo2013	de deigo	2013	ctrl	61	traditional therapy	http://www.ncbi.nlm.nih.gov/pubmed/23524843	spain		barcelona	16	16	16	1	56		60.6		1821	>1year	4.989041096	0																							0	fma	fma		lohse	0	0	9	33.73	7.3	0	9	36.7	7.6	0					0.5	2.97	7.451509914		7.3	0.398576937		0.903225806	0.360004976		0.119936865		0.097846517	
74	29	dean2000	dean	2000	ctrl	62	upper limb training	http://www.ncbi.nlm.nih.gov/pubmed/10768528	australia		sydney	0	0	0	1	28	60	62.3	3.3	474.5	>1year	1.3	0																							1	6minwt			lohse	1	0	6	259	154.6	0	5	264.3	159.1	0	0	4	261.5	157.3	0.5	5.3	156.6159634	2.5	155.6179898	0.033840739	0.016064981	0.842105263	0.028497465	0.013528405	0.1667621	0.166688174	0.118257888	0.118205464
75	29	dean2000	dean	2000	exp	63	circuit training	http://www.ncbi.nlm.nih.gov/pubmed/10768528	australia		sydney	12	12	12	1	28	60	66.2	4.7	839.5	>1year	2.3	0																							2	6minwt			lohse	1	0	6	207.9	119	0	4	250	135	0	0	4	277.7	130.5	0.5	42.1	125.23977	69.8	123.4381171	0.3361552	0.565465528	0.842105263	0.283078064	0.476181497	0.17608336	0.193312605	0.124867978	0.137085947
76	29	dean2000	dean	2000	ctrl	62	upper limb training	http://www.ncbi.nlm.nih.gov/pubmed/10768528	australia		sydney	0	0	0	1	28	60	62.3	3.3	474.5	>1year	1.3	0																							1	tug			USU	1	0	4	29.1	29.4	0	4	26.1	25.4	0	0	4	28.1	29.5	0.5	-3	27.47289573	-1	29.45004244	0.109198536	0.033955808	0.727272727	0.079417117	0.024695133	0.25149054	0.250144125	0.13301979	0.132307636
77	29	dean2000	dean	2000	exp	63	circuit training	http://www.ncbi.nlm.nih.gov/pubmed/10768528	australia		sydney	12	12	12	1	28	60	66.2	4.7	839.5	>1year	2.3	0																							2	tug			USU	1	0	5	27.4	23.2	0	5	19.5	14.1	0	0	4	23.6	22.9	0.5	-7.9	19.19700497	-3.8	23.07190623	0.411522527	0.164702472	0.8	0.329218022	0.131761978	0.216935079	0.20271269	0.138838451	0.129736122
78	29	dean2000	dean	2000	ctrl	62	upper limb training	http://www.ncbi.nlm.nih.gov/pubmed/10768528	australia		sydney	0	0	0	1	28	60	62.3	3.3	474.5	>1year	1.3	0																							1	gait speed		speed	USU	1	0	4	0.853	0.533	1	4	0.854	0.542	0	0	4	0.781	0.483	0.5	0.001	0.537518837	-0.072	0.508614785	0.0018604	-0.141560965	0.727272727	0.001353018	-0.102953429	0.250000433	0.252504938	0.132231634	0.133556331
79	29	dean2000	dean	2000	exp	63	circuit training	http://www.ncbi.nlm.nih.gov/pubmed/10768528	australia		sydney	12	12	12	1	28	60	66.2	4.7	839.5	>1year	2.3	0																							2	gait speed		speed	USU	1	0	5	0.581	0.509	1	5	0.707	0.483	0	0	4	0.788	0.484	0.5	0.126	0.496170334	0.207	0.498439278	0.25394505	0.415296324	0.8	0.20315604	0.332237059	0.206448809	0.217247104	0.132127238	0.139038146
80	30	dean/ada2010/2010	dean/ada	2010/2010	exp	64	treadmill walking	http://www.ncbi.nlm.nih.gov/pubmed/20482476	australia		sydney					180		70	9	18	<90days	0.049315068	0														3.1			0						4	10mwt		speed	lohse	1	1	38	0	0	0	38	0.57	0.36	0					0.5	0.57	0.36			1.583333333		0.979591837	1.551020408		0.059301901		0.056906114	
81	30	dean/ada2010/2010	dean/ada	2010/2010	ctrl	65	overground walking	http://www.ncbi.nlm.nih.gov/pubmed/20482476	australia		sydney					180		71	9	18	<90days	0.049315068	0														2.9			0						2	10mwt		speed	lohse	1	1	32	0	0	0	32	0.47	0.28	0					0.5	0.47	0.28			1.678571429		0.975609756	1.637630662		0.075275032		0.071647859	
82	30	dean/ada2010/2010	dean/ada	2010/2010	exp	64	treadmill walking	http://www.ncbi.nlm.nih.gov/pubmed/20482476	australia		sydney					180		70	9	18	<90days	0.049315068	0														3.1			0						4	6minwt			USU		1	62			1	60					33	183	99	0.5							0.987654321						
83	30	dean/ada2010/2010	dean/ada	2010/2010	ctrl	65	overground walking	http://www.ncbi.nlm.nih.gov/pubmed/20482476	australia		sydney					180		71	9	18	<90days	0.049315068	0														2.9			0						2	6minwt			USU		1	64			1	59					37	240	130	0.5							0.988047809						
84	31	desrosiers2005	desrosiers	2005	exp	66	cpt + repetition of unilateral and symmetrical tasks	http://www.ncbi.nlm.nih.gov/pubmed/16180593	canada	quebec	sherbrooke	15	15	15	1	35		72.2		34.2	<90days	0.09369863	1			83.5	124.1																10.1			3	fma-ue	fma		lohse	0	0	20	42.9	20	0	17	46.1	18.4	0					0.5	3.2	19.28504972		20	0.165931644		0.96	0.159294378		0.050688333		0.046714367	
85	31	desrosiers2005	desrosiers	2005	ctrl	67	CPT dosage matched to experimental group	http://www.ncbi.nlm.nih.gov/pubmed/16180593	canada	quebec	sherbrooke	15	15	15	1	35		74.3		35.4	<90days	0.096986301	1			86.1	117.3																11.6			5	fma-ue	fma		lohse	0	0	21	47	16.1	0	16	51.3	14.1	0					0.5	4.3	15.27495616		16.1	0.281506536		0.962025316	0.270816415		0.049505855		0.045817308	
86	32	di lauro2003	di lauro	2003	ctrl	68	conventional therapy	http://www.ncbi.nlm.nih.gov/pubmed/14586603	italy		naples	10.5	10.5	10.5	1	14	180	67.6		1	<90days	0.002739726	1	10.6							1.4															3	bartel			lohse	0	0	29	1.5	1.5	0	26	3.2	2.6	0	0	22	7.7	3	0.5	1.7	2.092213777	6.2	2.267786838	0.812536471	2.733943021	0.972972973	0.790576026	2.66005267	0.045865785	0.16335249	0.043420056	0.154641949
87	32	di lauro2003	di lauro	2003	exp	69	CPT + CPT	http://www.ncbi.nlm.nih.gov/pubmed/14586603	italy		naples	28	28	28	1	14	180	69.3		1	<90days	0.002739726	1	10.8							1.5															4	bartel			lohse	0	0	31	1.4	1.4	0	27	3.2	2	0	0	24	8	2.8	0.5	1.8	1.705034562	6.6	2.124075826	1.055697075	3.107233706	0.974789916	1.029082863	3.028900083	0.050233812	0.187982279	0.04773294	0.178623653
88	33	dias2007	dias	2007	exp	70	bodyweight supported treadmill training	http://www.ncbi.nlm.nih.gov/pubmed/18084173	portugal		lisbon	16.67	16.67	16.67	1	35	90	70.35	7.36	1413	>1year	3.871232877	0		>19								51.5	36.85					10.55							0	motricity index - le			lohse	1	0	20	51.5	14.02	1	20	54.63		1	0	20	59.95		0.5	3.13	14.02	8.45	14.02	0.223252496	0.602710414	0.96	0.214322397	0.578601997	0.051246042	0.059081496	0.047228352	0.054449507
89	33	dias2007	dias	2007	ctrl	71	conventional therapy using the bobath method	http://www.ncbi.nlm.nih.gov/pubmed/18084173	portugal		lisbon	16.67	16.67	16.67	1	35	90	68	10.69	1453.5	>1year	3.982191781	0		>19								56.2	34.6					10							0	motricity index -le			lohse	1	0	20	56.2	10.46	1	20	59.91		1	0	20	61.24		0.5	3.71	10.46	5.04	10.46	0.354684512	0.481835564	0.96	0.340497132	0.462562141	0.053145028	0.055804138	0.048978457	0.051429093
90	33	dias2007	dias	2007	exp	70	bodyweight supported treadmill training	http://www.ncbi.nlm.nih.gov/pubmed/18084173	portugal		lisbon	16.67	16.67	16.67	1	35	90	70.35	7.36	1413	>1year	3.871232877	0		>19								51.5	36.85					10.55							0	6minwt			USU	1	0	20	140.2	90.07	1	20	159.12		0	1	20	149.24		0.5	18.92	90.07	9.04	90.07	0.210058843	0.100366382	0.96	0.201656489	0.096351726	0.051103118	0.050251835	0.047096633	0.046312091
91	33	dias2007	dias	2007	ctrl	71	conventional therapy using the bobath method	http://www.ncbi.nlm.nih.gov/pubmed/18084173	portugal		lisbon	16.67	16.67	16.67	1	35	90	68	10.69	1453.5	>1year	3.982191781	0		>19								56.2	34.6					10							0	6minwt			USU	1	0	20	141.48	102.22	1	20	164.76		0	1	20	165.32		0.5	23.28	102.22	23.84	102.22	0.227744081	0.233222461	0.96	0.218634318	0.223893563	0.051296684	0.051359818	0.047275024	0.047333208
92	33	dias2007	dias	2007	exp	70	bodyweight supported treadmill training	http://www.ncbi.nlm.nih.gov/pubmed/18084173	portugal		lisbon	16.67	16.67	16.67	1	35	90	70.35	7.36	1413	>1year	3.871232877	0		>19								51.5	36.85					10.55							0	10mwt		speed	USU		0	20	0.42	0.25	1	20	0.53		0	1	20	0.4		0.5	0.11	0.25	-0.02	0.25	0.44	-0.08	0.96	0.4224	-0.0768	0.05484	0.05016	0.050540544	0.046227456
93	33	dias2007	dias	2007	ctrl	71	conventional therapy using the bobath method	http://www.ncbi.nlm.nih.gov/pubmed/18084173	portugal		lisbon	16.67	16.67	16.67	1	35	90	68	10.69	1453.5	>1year	3.982191781	0		>19								56.2	34.6					10							0	10mwt		speed	USU		0	20	0.53	0.33	1	20								0.5		0.33		0.33			0.96						
94	33	dias2007	dias	2007	exp	70	bodyweight supported treadmill training	http://www.ncbi.nlm.nih.gov/pubmed/18084173	portugal		lisbon	16.67	16.67	16.67	1	35	90	70.35	7.36	1413	>1year	3.871232877	0		>19								51.5	36.85					10.55							0	fma-le			USU		0	20	15.9	6.3	1	20	17.8		0	1	20	17.65		0.5	1.9	6.3	1.75	6.3	0.301587302	0.277777778	0.96	0.28952381	0.266666667	0.052273873	0.051929012	0.048175601	0.047857778
95	33	dias2007	dias	2007	ctrl	71	conventional therapy using the bobath method	http://www.ncbi.nlm.nih.gov/pubmed/18084173	portugal		lisbon	16.67	16.67	16.67	1	35	90	68	10.69	1453.5	>1year	3.982191781	0		>19								56.2	34.6					10							0	fma-le			USU		0	20	19.1	6.17	1	20								0.5		6.17		6.17			0.96						
96	34	dobkin2010	dobkin	2010	ctrl	72	conventional training	http://www.ncbi.nlm.nih.gov/pubmed/20164411	usa	CA	los angeles					42.8	132.8	65.1		30.2	<90days	0.082739726	0	6.6						>4												>2				7	gait speed SSV		speed	lohse	1	0	91	0.46	0.34	0	84	0.72	0.44						0.5	0.26	0.391180221		0.34	0.664655282		0.991643454	0.659101059		0.0134163		0.013193009	
97	34	dobkin2010	dobkin	2010	exp	73	conventional gait training plus augmented feedback	http://www.ncbi.nlm.nih.gov/pubmed/20164411	usa	CA	los angeles					40.4	130.4	62.9		27.3	<90days	0.074794521	0	6.4						>4												>2				10	gait speed SSV		speed	lohse	1	0	88	0.45	0.37	0	78	0.91	0.57						0.5	0.46	0.474519012		0.37	0.969402676		0.991354467	0.961021673		0.016703077		0.016415511	
98	35	donaldson2009	donaldson	2009	ctrl	74	conventional therapy	http://www.ncbi.nlm.nih.gov/pubmed/19109444	uk	east anglia	norwich	2.81	2.81	2.81	3	42	72	72.6		13.4	<90days	0.036712329	1																							2	arat			lohse	1	1	10	34	13.35664629	0	8	45	13.93			5			0.5	11	13.61046082		13.35664629	0.808201878		0.914285714	0.738927432		0.132659514		0.110892524	
99	35	donaldson2009	donaldson	2009	exp	75	CPT + CPT	http://www.ncbi.nlm.nih.gov/pubmed/19109444	uk	east anglia	norwich	13.8	13.8	13.8	3	42	72	73.3		25.6	<90days	0.070136986	1																							0	arat			lohse	1	1	10	33.7	14.72446943	0	10	41.8	17.83			6			0.5	8.1	16.35112993		14.72446943	0.495378609		0.914285714	0.452917585		0.112269998		0.093848554	
100	35	donaldson2009	donaldson	2009	exp	76	CPT + FST	http://www.ncbi.nlm.nih.gov/pubmed/19109444	uk	east anglia	norwich	17.7	17.7	17.7	3	42	72	72.6		21.7	<90days	0.059452055	1																							0	arat			lohse	1	1	10	26	9.295160031	0	10	43.6	18.9			8			0.5	17.6	14.89311922		9.295160031	1.181753785		0.914285714	1.080460603		0.1698271		0.141961592	
101	36	dromerick2000	dromerick	2000	ctrl	77	standard care	http://www.ncbi.nlm.nih.gov/pubmed/11108760	usa	MO	st. louis	20	20	20	1	14		71.4				0	1	7.5	23.5												>3									0	arat			lohse	1	0	9	27.9	20.7	0	9	44.3	11.1						0.5	16.4	16.60873264		20.7	0.987432356		0.903225806	0.891874386		0.165279037		0.134837424	
102	36	dromerick2000	dromerick	2000	exp	78	CIMT	http://www.ncbi.nlm.nih.gov/pubmed/11108760	usa	MO	st. louis	104	62	20	1	14		61.5		6	<90days	0.016	1	10.2	26.3												>3									0	arat			lohse	1	0	11	27.3	19.9	0	11	52.8	5.9						0.5	25.5	14.67685252		19.9	1.737429736		0.923076923	1.603781294		0.228121004		0.194375293	
103	37	dromerick2009	dromerick	2009	ctrl	79	ctrl	http://www.ncbi.nlm.nih.gov/pubmed/19458319	usa	DC	washington DC	20	20	20	3	14	90	64.7		10.4	<90days	0.028493151	1	5.5			56.7																			0	arat			lohse	1	1	17	19.7	13.9	0	17	36.2	4.05	0	0	17	45.34	3.68	0.5	16.5	10.23749237	25.64	10.16740872	1.611722813	2.521783152	0.952380952	1.534974108	2.40169824	0.135225013	0.24586442	0.122653073	0.223006276
104	37	dromerick2009	dromerick	2009	exp	80	lo cimt	http://www.ncbi.nlm.nih.gov/pubmed/19458319	usa	DC	washington DC	70.00	50.00	30.00	3.00	14	90	62.8		8.8	<90days	0.024109589	1	5.1			57.1																			0	arat			lohse	1	1	19	22.7	14.3	0	19	42.1	3.82	0	0	19	46.86	3.51	0.5	19.4	10.4661932	24.16	10.41177458	1.853587034	2.320449776	0.957746479	1.775266455	2.222402602	0.143046971	0.19432861	0.131213885	0.17825342
105	37	dromerick2009	dromerick	2009	exp	81	hi cimt	http://www.ncbi.nlm.nih.gov/pubmed/19458319	usa	DC	washington DC	130.8	80.4	30	3	14	90	64.5		9.94	<90days	0.026	1	5.31			59.8																			0	arat			lohse	1	1	16	25.4	18	0	16	33.9	4.16	0	0	16	38	3.76	0.5	8.5	13.06341456	12.6	13.00264588	0.650672147	0.969033542	0.949152542	0.617587123	0.91976065	0.075730445	0.091844563	0.068224842	0.082741898
106	38	duncan1998	duncan	1998	exp	82	home-based exercise and rehab	http://stroke.ahajournals.org/content/29/10/2055.full	usa	KS	kansas city	36	36	36	1	56		67.3	9.6	66	<90days	0.180821918	1		>18							82.5														0	fma	fma		lohse	1	1	10	38.1		0	10	46.6		0					0.5	8.5						0.914285714						
107	38	duncan1998	duncan	1998	ctrl	83	usual care	http://stroke.ahajournals.org/content/29/10/2055.full	usa	KS	kansas city				1	56		67.8	7.2	56	<90days	0.153424658	1		>18							82.5														0	fma	fma		lohse	1	1	10	36.4		0	10	38.6		0					0.5	2.2						0.914285714						
108	38	duncan1998	duncan	1998	exp	82	home-based exercise and rehab	http://stroke.ahajournals.org/content/29/10/2055.full	usa	KS	kansas city	36	36	36	1	56		67.3	9.6	66	<90days	0.180821918	1		>18							82.5														0	6minwt			USU	1	1	10	491		0	10	686							0.5	195						0.914285714						
109	38	duncan1998	duncan	1998	ctrl	83	usual care	http://stroke.ahajournals.org/content/29/10/2055.full	usa	KS	kansas city				1	56		67.8	7.2	56	<90days	0.153424658	1		>18							82.5														0	6minwt			USU	1	1	10	556		0	10	671							0.5	115						0.914285714						
110	38	duncan1998	duncan	1998	exp	82	home-based exercise and rehab	http://stroke.ahajournals.org/content/29/10/2055.full	usa	KS	kansas city	36	36	36	1	56		67.3	9.6	66	<90days	0.180821918	1		>18							82.5														0	10mwt		speed	USU	1	1	10	0.42		0	10	0.67							0.5	0.25						0.914285714						
111	38	duncan1998	duncan	1998	ctrl	83	usual care	http://stroke.ahajournals.org/content/29/10/2055.full	usa	KS	kansas city				1	56		67.8	7.2	56	<90days	0.153424658	1		>18							82.5														0	10mwt		speed	USU	1	1	10	0.57		0	10	0.65							0.5	0.08						0.914285714						
112	38	duncan1998	duncan	1998	exp	82	home-based exercise and rehab	http://stroke.ahajournals.org/content/29/10/2055.full	usa	KS	kansas city	36	36	36	1	56		67.3	9.6	66	<90days	0.180821918	1		>18							82.5														0	fma-le			USU	1	1	10	21.7		0	10	26.3							0.5	4.6						0.914285714						
113	38	duncan1998	duncan	1998	ctrl	83	usual care	http://stroke.ahajournals.org/content/29/10/2055.full	usa	KS	kansas city				1	56		67.8	7.2	56	<90days	0.153424658	1		>18							82.5														0	fma-le			USU	1	1	10	23.2		0	10	22.3							0.5	-0.9						0.914285714						
114	39	duncan2003	duncan	2003	ctrl	84	standard care	http://www.ncbi.nlm.nih.gov/pubmed/12920254	usa	FL	gainesville	28.65	28.65	28.65	3	84		70.2	11.4	73.5	<90days	0.201369863	1																							2	fma-ue	fma		lohse	0	1	48	23.7	3.5	1	48	25.46							0.5	1.76	3.5		3.5	0.502857143		0.983957219	0.494789916		0.023467347		0.022720424	
115	39	duncan2003	duncan	2003	exp	85	home exercise program	http://www.ncbi.nlm.nih.gov/pubmed/12920254	usa	FL	gainesville	50.66	50.66	50.66	3	84		68.5	9	77.5	<90days	0.212328767	1																							6	fma-ue	fma		lohse	0	1	44	24.1	3.7	1	44	26.84							0.5	2.74	3.7		3.7	0.740540541		0.98245614	0.727548601		0.028959094		0.027951899	
116	39	duncan2003	duncan	2003	ctrl	84	standard care	http://www.ncbi.nlm.nih.gov/pubmed/12920254	usa	FL	gainesville	28.65	28.65	28.65	3	84		70.2	11.4	73.5	<90days	0.201369863	1																							2	fma-ue			USU	0	1	48	43.3	11.9	1	48	47.34							0.5	4.04	11.9		11.9	0.339495798		0.983957219	0.334049342		0.022033931		0.021332631	
117	39	duncan2003	duncan	2003	exp	85	home exercise program	http://www.ncbi.nlm.nih.gov/pubmed/12920254	usa	FL	gainesville	50.66	50.66	50.66	3	84		68.5	9	77.5	<90days	0.212328767	1																							6	fma-ue			USU	0	1	44	45.8	12.8	1	44	50.28							0.5	4.48	12.8		12.8	0.35		0.98245614	0.343859649		0.024119318		0.02328045	
118	39	duncan2003	duncan	2003	ctrl	84	standard care	http://www.ncbi.nlm.nih.gov/pubmed/12920254	usa	FL	gainesville	28.65	28.65	28.65	3	84		70.2	11.4	73.5	<90days	0.201369863	1																							2	10mwt		speed	USU	0	1	48	0.6	0.3	1	48	0.71							0.5	0.11	0.3		0.3	0.366666667		0.983957219	0.360784314		0.022233796		0.021526135	
119	39	duncan2003	duncan	2003	exp	85	home exercise program	http://www.ncbi.nlm.nih.gov/pubmed/12920254	usa	FL	gainesville	50.66	50.66	50.66	3	84		68.5	9	77.5	<90days	0.212328767	1																							6	10mwt		speed	USU	0	1	44	0.7	0.3	1	44	0.88							0.5	0.18	0.3		0.3	0.6		0.98245614	0.589473684		0.026818182		0.025885447	
120	39	duncan2003	duncan	2003	ctrl	84	standard care	http://www.ncbi.nlm.nih.gov/pubmed/12920254	usa	FL	gainesville	28.65	28.65	28.65	3	84		70.2	11.4	73.5	<90days	0.201369863	1																							2	6minwt			USU	0	1	48	215.6	94.8	1	48	249.19							0.5	33.59	94.8		94.8	0.354324895		0.983957219	0.348640538		0.022141106		0.021436394	
121	39	duncan2003	duncan	2003	exp	85	home exercise program	http://www.ncbi.nlm.nih.gov/pubmed/12920254	usa	FL	gainesville	50.66	50.66	50.66	3	84		68.5	9	77.5	<90days	0.212328767	1																							6	6minwt			USU	0	1	44	238	103.9	1	44	299.61							0.5	61.61	103.9		103.9	0.592974013		0.98245614	0.582570961		0.026722934		0.025793512	
122	40	duncan2011	duncan	2011	exp	86	early locomotor	http://www.nejm.org/doi/full/10.1056/NEJMoa1010790	usa	NC	durham	54	54	54	3	98	365	60.1	12.3	64.1	<90days	0.175616438	1		26													54.1				3.370503597					gait speed comfortable		speed	lohse	1	1	139	0.37	0.22	1	139	0.62		1	0	139	0.6		0.5	0.25	0.22	0.23	0.22	1.136363636	1.045454545	0.994555354	1.130176539	1.039762415	0.011839289	0.01112581	0.011710718	0.011004988
