index,id,author,year,group,group_desc,complete,word_count,ref_count,PT_inc,OT_inc,ST_inc,pg_number,,hpd_STR,h_IS_NUM,hpd,dpw_STR,d_IS_NUM,dpw,duration_STR,dur_IS_NUM,duration,exp_dur,total_hrs_STR,tot_IS_NUM,total_hours,time_MAX,time_50,time_MIN,detailed_time,how_quantified,name,why,materials,procedure,who,how,where,how_much,tailor,modify,planned,actual,tidy_sum
208,yang2014,yang,2014,exp,conventional rehab + cycling training up to cross-over,1,325,1,y,y,,,,2,1.00,2.00,5,1.00,5.00,4,1.00,4.00,28,40,1.00,40.00,30,30,30,1,1,1,1,1,1,0,0,1,1,0,0,1,0,7
209,yavuzer2006,yavuzer,2006,ctrl,conventional therapy,1,157,0,y,y,y,5,,2 to 5,0.00,,5,1.00,5.00,8,1.00,8.00,56,,0.00,,,,,1,1,1,1,0,1,1,0,0,1,0,0,0,0,5
209,yavuzer2006,yavuzer,2006,exp,CPT + balance training,1,213,3,y,y,y,5,,2 to 5,0.00,,5,1.00,5.00,8,1.00,8.00,56,,0.00,,,,,1,1,1,1,1,1,1,0,0,1,1,0,0,0,7
210,yavuzer2008,yavuzer,2008,exp,CPT/OT plus game-based exercise,1,335,0,y,y,,3,,2 to 5,0.00,,5,1.00,5.00,4,1.00,4.00,28,,0.00,,,,,1,1,1,1,0,1,1,0,0,1,0,0,0,0,5
210,yavuzer2008,yavuzer,2008,ctrl,CPT and COT,1,335,0,y,y,y,3,,2 to 5,0.00,,5,1.00,5.00,4,1.00,4.00,28,,0.00,,,,,1,1,1,1,1,1,1,1,0,1,1,0,0,0,8
211,yelnik2008,yelnik,2008,ctrl,conventional neurodevelopmental therapy,1,41,1,,,,,,,0.00,,5,1.00,5.00,4,1.00,4.00,28,,0.00,,,,,1,,1,1,1,1,0,0,1,1,1,0,1,1,9
211,yelnik2008,yelnik,2008,exp,multisensorial training,1,59,0,y,,,3,,,0.00,,5,1.00,5.00,4,1.00,4.00,28,,0.00,,,,,1,,1,1,1,1,0,0,1,1,1,0,1,1,9
212,yen2005,yen,2005,ctrl,conventional PT/OT,1,87,1,y,y,,2,,,0.00,,,0.00,,2,1.00,2.00,14,,0.00,,,,,,,1,1,0,1,0,0,0,1,0,0,0,0,4
212,yen2005,yen,2005,exp,modified CIMT,1,230,7,y,y,,2,,6,1.00,6.00,,0.00,,2,1.00,2.00,14,74,1.00,74.00,,,,,1,1,1,1,1,0,0,0,1,1,0,0,0,6
213,yen2008,yen,2008,ctrl,conventional general therapy,1,138,0,,,,,,0.9,1.00,0.90,2 to 5,0.00,,4,1.00,4.00,28,,0.00,,8.1,8.1,8.1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,4
213,yen2008,yen,2008,exp,conventional therapy + BWSTT,1,324,4,y,,,3,,0.5,1.00,0.50,3,1.00,3.00,4,1.00,4.00,28,6,1.00,6.00,14.1,14.1,14.1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,8
214,you2005,you,2005,ctrl,no intervention,1,0,0,,,,,,,0.00,,,0.00,,,0.00,,28,,0.00,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0
214,you2005,you,2005,exp,virtual reality therapy,1,340,3,,,,,,1,1.00,1.00,5,1.00,5.00,4,1.00,4.00,28,20,1.00,20.00,20,20,20,1,1,1,1,1,1,0,1,0,1,1,1,1,1,10
215,young/young1991/1992,young/young,1991/1992,exp,day hospital treatment,1,149,0,,,Y,3,,,0.00,,,0.00,,8,1.00,8.00,56,,,,,,,,,1,1,0,0,1,0,1,1,1,0,1,0,7
215,young/young1991/1992,young/young,1991/1992,exp,home physiotherapy treatment,1,155,1,,,Y,3,,,0.00,,2,1.00,2.00,8,1.00,8.00,56,20,,20.00,,,,,1,1,1,0,0,1,1,1,1,1,0,1,0,8
