index,id,author,year,year_ini,group,group_desc,complete,cpt_only,word_count,ref_count,PT_inc,OT_inc,ST_inc,pg_number,hpd_STR,h_IS_NUM,hpd,dpw_STR,d_IS_NUM,dpw,duration_STR,dur_IS_NUM,ther_duration,exp_dur,time_MAX,time_50,time_MIN,detailed_time,id,Protocol mentioned elsewhere,protocol,group,name,why,materials,procedure,who,how,where,how_much,tailor,modify,planned,actual,tidy_sum,PEDro_score
203,wu2012,wu,2012,2012,exp,distributed CIMT,1,0,398,1,y,,y,5,2,1,2,5,1,5,3,1,3,21,156,93,30,1,wu2012,,,exp,1,1,1,1,1,0,1,1,0,0,1,0,8,6
203,wu2012,wu,2012,2012,exp,distributed CIMT with trunk restraint,1,0,74,0,y,,y,5,2,1,2,5,1,5,3,1,3,21,156,93,30,1,wu2012,,,exp,1,1,1,1,1,0,1,1,0,0,1,0,8,6
204,yang2005,yang,2005,2005,ctrl,conventional therapy,1,1,84,0,,,,,0.66,1,0.66,3,1,3,3,1,3,21,6,6,6,1,yang2005,,,ctrl,1,1,0,1,1,0,1,1,0,0,0,0,6,6
204,yang2005,yang,2005,2005,exp,CPT + additional backward walking,1,0,192,1,,,,,0.66,1,0.66,3,1,3,3,1,3,21,10.5,10.5,10.5,1,yang2005,,,exp,1,1,1,1,1,0,1,1,1,0,0,0,8,6
205,yang2006,yang,2006,2006,ctrl,no rehabilitation (chronic stage),1,0,0,0,,,,,0.5,1,0.5,3,1,3,4,1,4,28,0,0,0,1,yang2006,,,ctrl,0,0,0,0,0,0,1,0,0,0,0,0,1,7
205,yang2006,yang,2006,2006,exp,task oriented progessive resistance training,1,0,299,1,,,,,0.5,1,0.5,3,1,3,4,1,4,28,6,6,6,1,yang2006,,,exp,1,1,1,1,1,1,1,1,1,0,1,1,11,7
206,yang2008,yang,2008,2008,ctrl,treadmill training,1,0,151,0,,,,,0.33,1,0.33,3,1,3,3,1,3,21,3,3,3,1,yang2008,,,ctrl,1,1,0,1,1,1,0,1,1,0,0,0,7,6
206,yang2008,yang,2008,2008,exp,virtual reality treadmill training,1,0,186,0,,,,,0.33,1,0.33,3,1,3,3,1,3,21,3,3,3,1,yang2008,,,exp,1,1,1,1,1,1,0,1,1,0,0,0,8,6
207,yang2010,yang,2010,2010,ctrl,early intervention general exercise,1,0,35,0,,,,,0.9,1,0.9,3,1,3,4,1,4,28,10,10,10,1,yang2010,,,ctrl,1,1,0,1,0,0,1,1,0,0,0,0,5,7
207,yang2010,yang,2010,2010,ctrl,late intervention general exercise,1,0,35,0,,,,,0.9,1,0.9,3,1,3,4,1,4,28,10,10,10,1,yang2010,,,ctrl,1,1,0,1,0,0,1,1,0,0,0,0,5,7
207,yang2010,yang,2010,2010,exp,early intervention BWSTT,1,0,160,1,,,,,0.9,1,0.9,3,1,3,4,1,4,28,10,10,10,1,yang2010,,,exp,1,1,1,0,1,0,1,1,1,0,0,0,7,7
207,yang2010,yang,2010,2010,exp,late intervention BWSTT,1,0,160,1,,,,,0.9,1,0.9,3,1,3,4,1,4,28,10,10,10,1,yang2010,,,exp,1,1,1,0,1,0,1,1,1,0,0,0,7,7
208,yang2014,yang,2014,2014,ctrl,conventional rehabilitation up to the cross-over point,1,1,325,1,y,y,,,2,1,2,5,1,5,4,1,4,28,20,20,20,1,yang2014,,,ctrl,1,1,0,0,0,0,1,1,0,0,0,0,4,7
208,yang2014,yang,2014,2014,exp,conventional rehab + cycling training up to cross-over,1,0,325,1,y,y,,,2,1,2,5,1,5,4,1,4,28,30,30,30,1,yang2014,,,exp,1,1,1,1,0,0,1,1,0,0,1,0,7,7
209,yavuzer2006,yavuzer,2006,2006,ctrl,conventional therapy,1,1,157,0,y,y,y,5,2 to 5,0,,5,1,5,8,1,8,56,,,,1,yavuzer2006,,,ctrl,1,1,0,1,1,0,0,1,0,0,0,0,5,6
209,yavuzer2006,yavuzer,2006,2006,exp,CPT + balance training,1,0,213,3,y,y,y,5,2 to 5,0,,5,1,5,8,1,8,56,,,,1,yavuzer2006,,,exp,1,1,1,1,1,0,0,1,1,0,0,0,7,6
210,yavuzer2008,yavuzer,2008,2008,exp,CPT/OT plus game-based exercise,1,0,335,0,y,y,,3,2 to 5,0,,5,1,5,4,1,4,28,,,,1,yavuzer2008,,,exp,1,1,0,1,1,0,0,1,0,0,0,0,5,7
210,yavuzer2008,yavuzer,2008,2008,ctrl,CPT and COT,1,1,335,0,y,y,y,3,2 to 5,0,,5,1,5,4,1,4,28,,,,1,yavuzer2008,,,ctrl,1,1,1,1,1,1,0,1,1,0,0,0,8,7
211,yelnik2008,yelnik,2008,2008,ctrl,conventional neurodevelopmental therapy,1,1,41,1,,,,,,0,,5,1,5,4,1,4,28,,,,1,yelnik2008,,,ctrl,1,1,1,1,0,0,1,1,1,0,1,1,9,7
211,yelnik2008,yelnik,2008,2008,exp,multisensorial training,1,0,59,0,y,,,3,,0,,5,1,5,4,1,4,28,,,,1,yelnik2008,,,exp,1,1,1,1,0,0,1,1,1,0,1,1,9,7
212,yen2005,yen,2005,2005,ctrl,conventional PT/OT,1,1,87,1,y,y,,2,,0,,,0,,2,1,2,14,,,,,yen2005,,,ctrl,1,1,0,1,0,0,0,1,0,0,0,0,4,6
212,yen2005,yen,2005,2005,exp,modified CIMT,1,0,230,7,y,y,,2,6,1,6,,0,,2,1,2,14,,,,,yen2005,,,exp,1,1,1,1,0,0,0,1,1,0,0,0,6,6
213,yen2008,yen,2008,2008,ctrl,conventional general therapy,1,1,138,0,,,,,0.9,1,0.9,2 to 5,0,,4,1,4,28,8.1,8.1,8.1,1,yen2008,,,ctrl,1,0,0,1,1,0,0,1,0,0,0,0,4,7
213,yen2008,yen,2008,2008,exp,conventional therapy + BWSTT,1,0,324,4,y,,,3,0.5,1,0.5,3,1,3,4,1,4,28,14.1,14.1,14.1,1,yen2008,,,exp,1,1,0,1,1,0,0,1,1,0,1,1,8,7
214,you2005,you,2005,2005,ctrl,no intervention,1,0,0,0,,,,,,0,,,0,,4,1,4,28,0,0,0,1,you2005,,,ctrl,0,0,0,0,0,0,0,0,0,0,0,0,0,5
214,you2005,you,2005,2005,exp,virtual reality therapy,1,0,340,3,,,,,1,1,1,5,1,5,4,1,4,28,20,20,20,1,you2005,,,exp,1,1,1,1,0,1,0,1,1,1,1,1,10,5
215,young/young1991/1992,young/young,1991/1992,1991,exp,day hospital treatment,1,0,149,0,,,Y,3,,0,,,0,,8,1,8,56,,,,,young/young1991/1992,,,exp,1,1,0,0,1,0,1,1,1,0,1,0,7,6
215,young/young1991/1992,young/young,1991/1992,1991,exp,home physiotherapy treatment,1,0,155,1,,,Y,3,,0,,2,1,2,8,1,8,56,,,,,young/young1991/1992,,,exp,1,1,0,0,1,1,1,1,1,0,1,0,8,6
